dossier_id,country,model_decision,final_human_decision,reviewer_confidence,override_of_model,override_reason,label_source,aware_category,amr_unmet_need,targets_mdr_pathogen,glass_resistance_trend,similarity_to_existing_watch,existing_watch_comparator
DOS-37E120CFE1,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-980D494FA0,Uganda,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7516722100,Botswana,deep_review,deep_review,0.88,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-5F477F2FDD,Uganda,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-FF3B62DC2B,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-ABA317CD0B,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7E75ACBFB3,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,access,routine,False,stable,low,not_applicable
DOS-21A6413A39,Uganda,deep_review,deep_review,0.88,False,none,machine_adjudicated,watch,routine,False,rising,high,ceftriaxone
DOS-5835474C97,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-BBF8321B70,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-3C67B932C7,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,watch,routine,False,stable,low,thiamphenicol
DOS-C638AF48F3,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-5BB6A73E47,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,watch,moderate,False,rising,high,ampicillin
DOS-1BA46FC477,Botswana,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-49B9F3A8C8,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-F3D1494789,Burkina Faso,fast_track,deep_review,0.88,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-526563A434,Uganda,fast_track,fast_track,0.94,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-86F1705B2C,Botswana,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-94CFE8A1DA,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-8EE8DFDE96,Tanzania,standard_review,standard_review,0.76,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-19D72FA0C4,Uganda,deep_review,deep_review,0.88,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-2B00649F25,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-1C1D8C448D,Burkina Faso,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-610806DE2D,Uganda,standard_review,standard_review,0.76,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-CC3D50EA72,Botswana,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7DFBF124AD,Botswana,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-580E5C978D,Burkina Faso,deep_review,deep_review,0.88,False,none,machine_adjudicated,access,routine,False,stable,low,not_applicable
DOS-FB29003B60,Tanzania,deep_review,deep_review,0.88,False,none,machine_adjudicated,watch,routine,False,stable,high,azithromycin
DOS-DB90753C6B,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-EA19290F98,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-27789E11E1,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,watch,routine,False,rising,moderate,ceftriaxone
DOS-77746A48EC,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-6F88767A15,Uganda,deep_review,deep_review,0.88,False,none,machine_adjudicated,watch,routine,False,rising,high,erythromycin
DOS-3A8C489390,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,watch,routine,False,rising,low,cefotaxime
DOS-8A7D71BEAA,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-DD5DBD4D46,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-43F78A628D,Burkina Faso,deep_review,reject_and_return,0.97,True,policy_guardrail_escalation,machine_adjudicated,watch,routine,False,stable,low,gentamicin
DOS-9503C4F30B,Burkina Faso,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-02CF48F1D8,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-564ECA04D9,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,watch,routine,False,rising,moderate,levofloxacin
DOS-42071E36FE,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-BD0111220D,Burkina Faso,fast_track,fast_track,0.94,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-605DC7BD09,Tanzania,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-52855431A4,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-BA79A4C47D,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-9B194DDA68,Botswana,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-BDC5205450,Burkina Faso,fast_track,fast_track,0.94,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-2100FF696F,Botswana,deep_review,deep_review,0.88,False,none,machine_adjudicated,reserve,high,True,rising,not_applicable,not_applicable
DOS-0E4E7276EA,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-72B57FB083,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-4FCE49B43F,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-98E2C5229B,Botswana,standard_review,standard_review,0.76,False,none,machine_adjudicated,watch,moderate,False,rising,low,levofloxacin
DOS-81D56811EC,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,access,routine,False,declining,low,not_applicable
DOS-72E491C56D,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-C4ED796E3B,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7E4D524696,Botswana,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-07451C3FE9,Botswana,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-CB283BD19C,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-802FB737D1,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-B895335D64,Botswana,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-620B802053,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-0B750990A2,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,watch,routine,False,rising,high,erythromycin
DOS-90F83CF728,Uganda,deep_review,reject_and_return,0.97,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-067A803FAE,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-3B7D423D65,Tanzania,fast_track,fast_track,0.94,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-56CBCE5973,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-ECBDEFC028,Burkina Faso,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-887206CD97,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-BB0D7A3C09,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-981948B315,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-3B6989E07A,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-49D5EC3471,Tanzania,deep_review,deep_review,0.88,False,none,machine_adjudicated,watch,routine,False,rising,high,cefotaxime
DOS-D09F26F66E,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7540DBE78D,Burkina Faso,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,access,routine,False,declining,low,not_applicable
DOS-B2D0BE54EA,Botswana,deep_review,deep_review,0.88,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-3838E18D61,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-C236D7BB24,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-FE5839FD8A,Tanzania,standard_review,standard_review,0.76,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-2CECD38A83,Burkina Faso,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-52E9A86C5C,Botswana,deep_review,deep_review,0.88,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-EAAAB57C4C,Burkina Faso,deep_review,deep_review,0.88,False,none,machine_adjudicated,access,routine,False,declining,low,not_applicable
DOS-5FC5E264F7,Botswana,deep_review,deep_review,0.88,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-E43F632B04,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-6D434AB80C,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,watch,routine,False,stable,low,clarithromycin
DOS-6CB50F178F,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-1132928DAE,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-8277D0F126,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,access,routine,False,declining,low,not_applicable
DOS-9838C0B5D3,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-B99A45707B,Tanzania,deep_review,deep_review,0.88,False,none,machine_adjudicated,watch,routine,False,rising,high,ceftriaxone
DOS-257EF8D791,Tanzania,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7B7592BD64,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-DBD6494750,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,reserve,critical,True,rising,not_applicable,not_applicable
DOS-5F31986F3B,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-EDACE722B4,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,watch,moderate,False,stable,low,erythromycin
DOS-77EB3B97D8,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-21F1DA5A19,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-DB46FC27A3,Botswana,deep_review,deep_review,0.88,False,none,machine_adjudicated,watch,moderate,False,rising,high,lincomycin
DOS-5C4FEA6B70,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-B70A234EBA,Tanzania,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-446EFC82D3,Burkina Faso,standard_review,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-66FA011212,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-D8B362F91A,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,access,routine,False,rising,low,not_applicable
DOS-CFEEDB9A1D,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-8F76099047,Botswana,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-7B8BD30606,Botswana,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-0381E8E253,Tanzania,fast_track,deep_review,0.88,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-F3BB4C0E1B,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-D5A2034A4D,Burkina Faso,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-3872DCA2EA,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-1112EB8829,Burkina Faso,standard_review,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-24C2611C0E,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-DBB8B687C2,Botswana,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-6AF1C8D81D,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-5A4AE9C873,Botswana,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-C0341CF91B,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-E19FF92413,Burkina Faso,fast_track,fast_track,0.93,False,none,machine_adjudicated,access,routine,False,stable,low,not_applicable
DOS-5A9D46BF98,Tanzania,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-B71DCA8386,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,access,routine,False,rising,low,not_applicable
DOS-D7395C6FEB,Tanzania,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-ABF4BDE8BE,Uganda,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-59BAE6057A,Tanzania,deep_review,deep_review,0.88,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-EB1C35AFCB,Uganda,fast_track,fast_track,0.93,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-D97FB7C728,Tanzania,fast_track,deep_review,0.82,True,policy_guardrail_escalation,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
DOS-255DD5E521,Burkina Faso,reject_and_return,reject_and_return,0.97,False,none,machine_adjudicated,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable
