dossier_id,country,holistic_policy_decision,risk_score,compliant_submission,inn_infringement,gmp_inspection_status,gmp_inspection_recent,gmp_certificate_validity,clinical_data_available,pivotal_trial_outcome,aware_category,amr_unmet_need,targets_mdr_pathogen,glass_resistance_trend,similarity_to_existing_watch,existing_watch_comparator,defect_modes
DOS-53B04E42CA,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant
DOS-EF2D73FFE6,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-620B802053,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement|short_section
DOS-53D5D18C2F,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|missing_section
DOS-20F05E7FEA,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-CF568E9F94,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement|missing_section
DOS-4FFC406529,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,reserve,critical,True,rising,not_applicable,not_applicable,gmp_non_compliant|missing_section
DOS-66B87C66CE,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,declining,moderate,gentamicin,
DOS-53FC13323C,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-2D2D767BFD,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-82A365FE9F,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,
DOS-257EF8D791,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-B0C2BD961F,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-4F3B65E2B1,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-2BDE0BC4A0,Tanzania,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_non_compliant|inn_infringement|missing_section
DOS-19947D2463,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-2B00649F25,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-76EB3995BA,Tanzania,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_not_met,watch,routine,False,stable,low,lincomycin,clinical_failed|gmp_outdated|inn_infringement
DOS-D6A2B99B79,Botswana,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-200D3F1624,Burkina Faso,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-991A3A2CBF,Botswana,reject_and_return,0.92,False,False,non_compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant|missing_section
DOS-ABF4BDE8BE,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-4612B84F84,Uganda,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-E7054A6DB0,Botswana,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-0E8CB0EA99,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-5FE429CF0A,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated|inn_infringement
DOS-2F8BE9A4C5,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-91807D827E,Tanzania,reject_and_return,0.92,False,True,non_compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_non_compliant|inn_infringement
DOS-8470B1217C,Uganda,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-C3F831FC7E,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired
DOS-E5A1CC0796,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-D0651DFD1D,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-46C0E6EADA,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-FEDAF45FE8,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-B3BE742E44,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-24E88E97DA,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant
DOS-829F1DF025,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-C01B3C7715,Uganda,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement
DOS-6D472E2F21,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|missing_section
DOS-1682FC5453,Uganda,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement
DOS-752A19C2A8,Uganda,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement|missing_section
DOS-BCBD7B85AF,Tanzania,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-4D25BB9B3E,Botswana,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-2490B7CCB0,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-9D8FB15A0A,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-08F7C00A3A,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement|short_section
DOS-DC10284032,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-36548DC1E9,Burkina Faso,reject_and_return,0.92,False,False,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated
DOS-7A2DB12BD8,Uganda,reject_and_return,0.92,False,False,non_compliant,False,valid,False,missing_evidence,access,routine,False,stable,low,not_applicable,clinical_missing|gmp_non_compliant
DOS-D4125B3D9F,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-62C1B09A68,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-76EA1E735E,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-605DC7BD09,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-8597C42973,Uganda,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing
DOS-70E428AEC1,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-43569DD394,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|missing_section|short_section
DOS-B761116287,Tanzania,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_non_compliant|inn_infringement
DOS-45D07324EF,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-94F2F76BFC,Burkina Faso,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant|inn_infringement
DOS-B496F3CADE,Botswana,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-5835474C97,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement|missing_section
DOS-63375208F6,Uganda,reject_and_return,0.92,False,False,compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_outdated
DOS-6C4DB49263,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement
DOS-200C257619,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-E2D3E7EE7C,Botswana,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-E1661DC8E4,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-43792EDF3C,Uganda,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_certificate_expired
DOS-757C7E49F4,Burkina Faso,reject_and_return,0.92,False,True,non_compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant|inn_infringement
DOS-CA435611E2,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-7FF7C8F440,Uganda,reject_and_return,0.92,False,False,compliant,False,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_certificate_expired|gmp_outdated
DOS-2100FF696F,Botswana,deep_review,0.78,False,False,compliant,False,valid,True,endpoint_met,reserve,high,True,rising,not_applicable,not_applicable,gmp_outdated
DOS-3E8C48BE8B,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-1920EB4AAA,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-964AD13123,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,expired,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|inn_infringement
DOS-5CF935200D,Tanzania,reject_and_return,0.92,False,False,non_compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant
DOS-CA0559E6DA,Uganda,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-BE5B736F9B,Tanzania,reject_and_return,0.92,False,False,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated
DOS-C236D7BB24,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_non_compliant
DOS-65AD4BEBD7,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-FCCC6956A0,Tanzania,reject_and_return,0.92,False,False,non_compliant,False,expired,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_certificate_expired|gmp_non_compliant
DOS-86F1705B2C,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-B62C14FE34,Uganda,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_not_met,access,routine,False,rising,low,not_applicable,clinical_failed|gmp_non_compliant
DOS-4139BC87B8,Tanzania,deep_review,0.74,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,rising,high,thiamphenicol,
DOS-E36C1D5DB1,Burkina Faso,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-A09F02AC34,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-8277D0F126,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,access,routine,False,declining,low,not_applicable,
DOS-CF04B6DA45,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-51734F06B1,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement
DOS-E283C6C510,Botswana,reject_and_return,0.92,False,False,non_compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_non_compliant|missing_section
DOS-4D0F898846,Uganda,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_not_met,access,routine,False,rising,low,not_applicable,clinical_failed|gmp_non_compliant|inn_infringement
DOS-F46C2730BE,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-2BFC14CC7C,Botswana,reject_and_return,0.92,False,False,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated
DOS-DE1D2199AF,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-2863893F21,Botswana,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-936FFE4518,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,watch,routine,False,rising,high,cefotaxime,clinical_failed
DOS-69206F5D25,Uganda,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing
DOS-65F7AC0C2D,Botswana,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,short_section
DOS-5A08732C0C,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-1BA46FC477,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-1D18A263FF,Burkina Faso,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-C4ED796E3B,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-DD92D5A475,Uganda,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-7A2855E8F7,Uganda,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|short_section
DOS-7B8BD30606,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing
DOS-18BD0F8689,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-6CA85964EA,Tanzania,deep_review,0.74,True,False,compliant,True,valid,True,endpoint_met,watch,routine,False,rising,high,ofloxacin,
DOS-24EA4D1B4E,Tanzania,reject_and_return,0.92,False,True,non_compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant|inn_infringement
DOS-1BB0BEDCD4,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-9503C4F30B,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-71823C4B6A,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-AFBD8866B4,Burkina Faso,deep_review,0.78,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,missing_section
DOS-580E383D44,Tanzania,reject_and_return,0.92,False,True,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement|missing_section
DOS-C8A675AB21,Botswana,deep_review,0.78,False,False,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated
DOS-3F62AC257A,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement|missing_section
DOS-A68DCBE99B,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-0EB734955D,Uganda,reject_and_return,0.92,True,False,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-0AEB3EAB75,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement|missing_section
DOS-C77F8F4DC7,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-B9992D1004,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,expired,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_certificate_expired
DOS-155B35E661,Uganda,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-4466A1A971,Burkina Faso,reject_and_return,0.92,False,False,compliant,False,valid,True,endpoint_not_met,access,routine,False,stable,low,not_applicable,clinical_failed|gmp_outdated|missing_section
DOS-4FD62CCA74,Burkina Faso,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_outdated|inn_infringement
DOS-34F3B5F48A,Botswana,reject_and_return,0.92,False,True,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|inn_infringement
DOS-8E2A8EACB0,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant
DOS-5C4EE7149C,Botswana,reject_and_return,0.92,False,True,non_compliant,False,valid,True,endpoint_not_met,watch,routine,False,rising,high,ciprofloxacin,clinical_failed|gmp_non_compliant|inn_infringement
DOS-9DFFF1BC0F,Uganda,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-2D800ACA8E,Botswana,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|missing_section
DOS-54173C625E,Uganda,reject_and_return,0.92,False,True,compliant,False,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed|gmp_outdated|inn_infringement
DOS-CC3D50EA72,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-BE6D8284CB,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-F9036D34C3,Burkina Faso,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-42C472DA8B,Botswana,reject_and_return,0.92,False,True,compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_outdated|inn_infringement
DOS-EF189DC0B1,Botswana,reject_and_return,0.92,False,False,compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_outdated|missing_section
DOS-BCB934052F,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-9E0914AA72,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|short_section
DOS-AA05B3C5BF,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_not_met,access,routine,False,stable,low,not_applicable,clinical_failed|gmp_non_compliant|short_section
DOS-6E801B9B7D,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing|gmp_non_compliant|missing_section
DOS-E19FF92413,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,
DOS-11EA8D3641,Burkina Faso,reject_and_return,0.92,False,True,compliant,True,expired,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,inn_infringement
DOS-6F88767A15,Uganda,deep_review,0.74,False,False,compliant,False,valid,True,endpoint_met,watch,routine,False,rising,high,erythromycin,gmp_outdated
DOS-1653489A93,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-B09A7220BA,Botswana,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,gmp_non_compliant
DOS-E0954EB116,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,True,endpoint_not_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_failed
DOS-062393275D,Tanzania,reject_and_return,0.92,False,False,compliant,True,valid,False,missing_evidence,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,clinical_missing
DOS-71FC611849,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-24D4B20BA7,Burkina Faso,reject_and_return,0.92,False,False,non_compliant,False,valid,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_non_compliant|short_section
DOS-C382FC2583,Uganda,standard_review,0.64,False,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,short_section
DOS-46714E4A92,Tanzania,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-55ADD77658,Burkina Faso,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
DOS-6FEEFF7550,Tanzania,reject_and_return,0.92,False,False,compliant,True,expired,True,endpoint_met,access,routine,False,stable,low,not_applicable,gmp_certificate_expired
DOS-27C6B7B5E5,Botswana,fast_track,0.28,True,False,compliant,True,valid,True,endpoint_met,not_applicable,not_applicable,False,not_applicable,not_applicable,not_applicable,
